0.001936,-0.0042164
-0.0078218,0.022102
-0.011437,0.082788
-0.046782,0.13506
-0.091546,0.18408
-0.061682,0.26498
-0.12255,0.32944
-0.15693,0.39039
-0.19103,0.42628
-0.2167,0.4902
-0.30367,0.6365
-0.24883,0.71561
-0.26869,0.80975
-0.36206,0.89386
-0.51406,0.95581
-0.44881,0.95999
-0.43412,1.0488
-0.33888,1.1762
-0.4189,1.2645
-0.40801,1.3582
-0.43484,1.4562
-0.40088,1.5154
-0.32521,1.61
-0.25769,1.7205
-0.076321,1.8447
-0.076793,2.018
-0.082337,2.1261
-0.18768,2.2499
-0.1678,2.3772
-0.1332,2.4808
-0.079218,2.579
-0.052074,2.6708
-0.081214,2.7977
-0.13586,2.7936
-0.077662,2.8302
-0.1011,2.953
-0.054186,3.0739
-0.12741,3.1366
-0.044971,3.2474
-0.011881,3.3222
0.034718,3.3304
0.025174,3.399
0.097384,3.3993
0.12487,3.4646
0.065478,3.5121
0.092093,3.4952
0.021389,3.5695
0.18201,3.5346
0.2648,3.5431
0.35318,3.5514
0.41129,3.5135
0.56235,3.4666
0.62174,3.4956
0.66529,3.4215
0.81934,3.3877
0.94795,3.4273
1.0411,3.4821
1.0958,3.4917
1.254,3.5456
1.3528,3.545
1.4717,3.5747
1.5534,3.5667
1.6653,3.581
1.7881,3.5752
1.8642,3.4568
1.933,3.506
2.099,3.5113
2.1922,3.5348
2.2844,3.573
2.3786,3.6136
2.4805,3.5775
2.5573,3.6301
2.7445,3.693
2.8655,3.7117
3.0061,3.7577
3.0767,3.7018
3.1639,3.6948
3.18,3.6754
3.2407,3.6861
3.2803,3.6528
3.3648,3.5965
3.4411,3.5018
3.5022,3.472
3.5214,3.4682
3.5487,3.4392
3.4999,3.3509
3.4667,3.2933
3.567,3.2088
3.5711,3.1018
3.5216,3.0793
3.5253,3.0439
3.5273,2.9413
3.5658,2.8586
3.5615,2.7524
3.6337,2.636
3.665,2.4952
3.6087,2.3752
3.6748,2.2894
3.6677,2.1845
3.5798,2.0814
3.6075,2.0331
3.6001,1.991
3.6143,1.9629
3.6227,1.8456
3.6039,1.7713
3.6122,1.6921
3.5727,1.6587
3.5368,1.5417
3.5519,1.4503
3.6479,1.4079
3.6348,1.3054
3.6418,1.1972
3.6334,1.1188
3.6085,1.0366
3.6921,0.90974
3.713,0.89748
3.5921,0.77784
3.5283,0.72868
3.5,0.6206
3.4678,0.53277
3.4253,0.40169
3.4088,0.39313
3.3594,0.33112
3.3562,0.34033
3.2679,0.29893
3.2047,0.29419
3.2136,0.26334
3.2095,0.19734
3.0462,0.094823
2.9469,0.007723
2.7659,-0.038495
2.5941,-0.064065
2.5042,-0.11389
2.4425,-0.0071649
2.3966,-0.033839
2.2641,-0.014324
2.1916,-0.070708
2.0834,-0.028102
2.0209,-0.043701
1.9797,-0.057869
1.8111,-0.070808
1.6907,-0.13469
1.5814,-0.10279
1.4738,-0.12328
1.4005,-0.24064
1.34,-0.25589
1.2458,-0.19557
1.1621,-0.21058
1.0845,-0.22421
1.0204,-0.19651
0.91381,-0.15526
0.81893,-0.16433
0.69019,-0.07179
0.66187,-0.15266
0.66792,-0.23292
0.55875,-0.25041
0.56586,-0.097377
0.59886,-0.068536
0.61323,-0.060504
0.6231,-0.0084791
